Codi_Districte,Nom_Districte,title,size,price,Vigilancia,Columnas,Tipo plaza,Puerta,Planta,Ciudad,Personas,Promedio_Euros,Vehicles
7," Horta - Guinardó","Garaje en Horta, Barcelona",11 m²,15.000 €,No,None,mediano,automática,None," Barcelona",172109,15152.3170731707,80895
7," Horta - Guinardó","Garaje en calle Congrés, Horta, Barcelona",10 m²,21.000 €,No,None,mediano,automática,None," Barcelona",172109,15152.3170731707,80895
9," Sant Andreu","Garaje en calle Doctor Santponç, Sant Andreu de Palomar, Barcelona",8 m²,12.000 €,No,No,mediano,automática,sótano," Barcelona",149826,15124.7473684211,65745
6," Gràcia","Garaje en calle Gran de Gràcia, Vila de Gràcia, Barcelona",10 m²,16.900 €,No,Si,pequeño,None,primera planta," Barcelona",121915,18340.7471264368,57643
2," Eixample","Garaje en calle Padilla, La Sagrada Família, Barcelona",9 m²,15.000 €,No,None,None,None,None," Barcelona",172109,15152.3170731707,80895
9," Sant Andreu","Garaje en calle Navas de Tolosa, Navas, Barcelona",9 m²,3.600 €,No,None,pequeño,None,None," Barcelona",149826,15124.7473684211,65745
7," Horta - Guinardó","Garaje en calle Lisboa, Horta, Barcelona",9 m²,8.000 €,No,None,pequeño,automática,None," Barcelona",172109,15152.3170731707,80895
3," Sants - Montjuïc","Garaje en Sants, Barcelona",11 m²,20.500 €,No,None,None,automática,None," Barcelona",81074,22022.0350877193,48622
8," Nou Barris","Garaje en calle Maladeta, Porta, Barcelona",17 m²,17.500 €,No,None,mediano,automática,None," Barcelona",170736,12431.811965812,66780
8," Nou Barris","Garaje en calle Pablo Iglesias, La Prosperitat, Barcelona",12 m²,12.420 €,No,None,None,None,None," Barcelona",170736,12431.811965812,66780
6," Gràcia","Garaje en calle Nil Fabra, Vila de Gràcia, Barcelona",10 m²,15.000 €,No,None,pequeño,None,None," Barcelona",121915,18340.7471264368,57643
3," Sants - Montjuïc","Garaje en Sants, Barcelona",11 m²,18.000 €,No,None,None,None,None," Barcelona",81074,22022.0350877193,48622
7," Horta - Guinardó","Garaje en Horta, Barcelona",8 m²,9.500 €,No,None,None,None,primera planta," Barcelona",172109,15152.3170731707,80895
7," Horta - Guinardó","Garaje en Horta, Barcelona",8 m²,13.000 €,No,None,mediano,automática,None," Barcelona",172109,15152.3170731707,80895
7," Horta - Guinardó","Garaje en Horta, Barcelona",10 m²,22.900 €,No,None,mediano,None,None," Barcelona",172109,15152.3170731707,80895
8," Nou Barris","Garaje en Porta, Barcelona",9 m²,19.000 €,No,None,grande,None,None," Barcelona",170736,12431.811965812,66780
5," Sarrià - Sant Gervasi","Garaje en calle Madrazo, Sant Gervasi - Galvany, Barcelona",9 m²,16.000 €,Si,None,None,None,None," Barcelona",148201,25606.7755102041,102272
3," Sants - Montjuïc","Garaje en Sants, Barcelona",11 m²,17.000 €,No,None,None,automática,None," Barcelona",81074,22022.0350877193,48622
3," Sants - Montjuïc","Garaje en Sants, Barcelona",10 m²,14.500 €,No,None,None,None,None," Barcelona",81074,22022.0350877193,48622
7," Horta - Guinardó","Garaje en Horta, Barcelona",9 m²,14.000 €,No,None,pequeño,None,planta 0," Barcelona",172109,15152.3170731707,80895
3," Sants - Montjuïc","Garaje en Sants, Barcelona",740 m²,1.000.000 €,No,None,None,None,None," Barcelona",81074,22022.0350877193,48622
3," Sants - Montjuïc","Garaje en Sants, Barcelona",12 m²,18.000 €,No,None,grande,automática,planta -2," Barcelona",81074,22022.0350877193,48622
9," Sant Andreu","Garaje en calle Palomar, Sant Andreu de Palomar, Barcelona",9 m²,15.500 €,No,None,grande,None,Planta -2," Barcelona",149826,15124.7473684211,65745
3," Sants - Montjuïc","Garaje en Sants, Barcelona",14 m²,18.500 €,No,None,mediano,None,segunda planta," Barcelona",81074,22022.0350877193,48622
3," Sants - Montjuïc","Garaje en Sants, Barcelona",19 m²,18.000 €,No,None,None,None,None," Barcelona",81074,22022.0350877193,48622
3," Sants - Montjuïc","Garaje en calle Chopin, La Font de la Guatlla, Barcelona",10 m²,16.000 €,No,None,None,None,None," Barcelona",183770,14625.3931623932,79559
8," Nou Barris","Garaje en Porta, Barcelona",15 m²,22.000 €,No,None,grande,None,None," Barcelona",170736,12431.811965812,66780
9," Sant Andreu","Garaje en calle Gran de la Sagrera, La Sagrera, Barcelona",2 m²,4.500 €,No,None,None,automática,None," Barcelona",149826,15124.7473684211,65745
9," Sant Andreu","Garaje en calle Gran de la Sagrera, La Sagrera, Barcelona",10 m²,21.000 €,No,None,grande,automática,None," Barcelona",149826,15124.7473684211,65745
2," Eixample","Garaje en calle Casp, La Dreta de l'Eixample, Barcelona",9 m²,4.300 €,Si,None,None,None,None," Barcelona",266857,18867.7167630058,128137
2," Eixample","Garaje en calle Bruc, La Dreta de l'Eixample, Barcelona",10 m²,16.500 €,No,Si,None,None,sótano," Barcelona",266857,18867.7167630058,128137
2," Eixample","Garaje en calle Padilla, La Sagrada Família, Barcelona",9 m²,18.000 €,No,None,mediano,None,None," Barcelona",172109,15152.3170731707,80895
3," Sants - Montjuïc","Garaje en calle Constitució, La Bordeta, Barcelona",2 m²,3.900 €,No,None,None,None,None," Barcelona",183770,14625.3931623932,79559
2," Eixample","Garaje en calle Balmes, L'Antiga Esquerra de l'Eixample, Barcelona",11 m²,34.000 €,No,None,mediano,None,None," Barcelona",266857,18867.7167630058,128137
8," Nou Barris","Garaje en calle Palamós, La Prosperitat, Barcelona",12 m²,17.000 €,No,None,None,automática,sotano," Barcelona",170736,12431.811965812,66780
10," Sant Martí","Garaje en calle Frederic Mompou, La Vila Olímpica del Poblenou, Barcelona",10 m²,14.000 €,Si,None,pequeño,None,None," Barcelona",239465,15323.0884353741,103094
9," Sant Andreu","Garaje en calle Segre, Sant Andreu de Palomar, Barcelona",16 m²,9.500 €,Si,None,None,None,None," Barcelona",149826,15124.7473684211,65745
3," Sants - Montjuïc","Garaje en Sants, Barcelona",13 m²,17.000 €,No,None,pequeño,None,planta -2," Barcelona",81074,22022.0350877193,48622
1," Ciutat Vella","Garaje en calle Nou de la Rambla, El Raval, Barcelona",12 m²,15.000 €,No,None,mediano,None,None," Barcelona",106028,11517.7037037037,33685
3," Sants - Montjuïc","Garaje en Sants, Barcelona",7 m²,8.000 €,No,None,pequeño,None,primera planta," Barcelona",81074,22022.0350877193,48622
3," Sants - Montjuïc","Garaje en Sants, Barcelona",9 m²,9.500 €,No,No,None,None,None," Barcelona",81074,22022.0350877193,48622
6," Gràcia","Garaje en calle Pere Serafí, Vila de Gràcia, Barcelona",14 m²,25.200 €,No,Si,mediano,None,planta -1," Barcelona",121915,18340.7471264368,57643
2," Eixample","Garaje en calle Marina, La Sagrada Família, Barcelona",10 m²,18.000 €,No,None,None,automática,None," Barcelona",172109,15152.3170731707,80895
10," Sant Martí","Garaje en calle Espronceda, El Poblenou, Barcelona",12 m²,25.000 €,No,None,None,None,None," Barcelona",149826,15124.7473684211,65745
10," Sant Martí","Garaje en calle Joan Oliver, La Vila Olímpica del Poblenou, Barcelona",12 m²,16.000 €,No,None,None,None,None," Barcelona",239465,15323.0884353741,103094
1," Ciutat Vella","Garaje en calle Hospital, El Raval, Barcelona",14 m²,27.000 €,No,None,None,None,None," Barcelona",106028,11517.7037037037,33685
5," Sarrià - Sant Gervasi","Garaje en calle Buscarons, El Putxet i el Farró, Barcelona",8 m²,18.000 €,No,None,mediano,None,None," Barcelona",148201,25606.7755102041,102272
5," Sarrià - Sant Gervasi","Garaje en calle Doctor Roux, Les Tres Torres, Barcelona",8 m²,9.000 €,No,None,pequeño,None,None," Barcelona",148201,25606.7755102041,102272
2," Eixample","Garaje en calle Casp, Fort Pienc, Barcelona",9 m²,15.000 €,No,None,pequeño,None,None," Barcelona",266857,18867.7167630058,128137
2," Eixample","Garaje en calle Rosselló, La Sagrada Família, Barcelona",8 m²,14.500 €,No,Si,pequeño,automática,planta -1," Barcelona",266857,18867.7167630058,128137
2," Eixample","Garaje en calle Casanova, L'Antiga Esquerra de l'Eixample, Barcelona",8 m²,22.000 €,No,None,grande,None,None," Barcelona",148201,25606.7755102041,102272
5," Sarrià - Sant Gervasi","Garaje en calle Mendel, Sarrià, Barcelona",9 m²,19.000 €,No,None,mediano,None,planta -2," Barcelona",148201,25606.7755102041,102272
8," Nou Barris","Garaje en calle Pablo Iglesias, La Prosperitat, Barcelona",10 m²,8.000 €,No,None,None,None,primera planta," Barcelona",170736,12431.811965812,66780
3," Sants - Montjuïc","Garaje en Sants, Barcelona",10 m²,29.500 €,No,None,None,None,None," Barcelona",81074,22022.0350877193,48622
5," Sarrià - Sant Gervasi","Garaje en calle Mendel, Sarrià, Barcelona",8 m²,17.000 €,No,None,grande,None,planta -2," Barcelona",148201,25606.7755102041,102272
None," Santa Caterina i la Ribera","Garaje en Sant Pere, Santa Caterina i la Ribera, Barcelona",8 m²,22.000 €,No,Si,None,None,None," Ciutat Vella",172109,15152.3170731707,80895
None," Santa Caterina i la Ribera","Garaje en Sant Pere, Santa Caterina i la Ribera, Barcelona",8 m²,24.000 €,No,None,None,None,None," Ciutat Vella",172109,15152.3170731707,80895
3," Sants - Montjuïc","Garaje en Sants, Barcelona",10 m²,7.000 €,No,None,None,None,None," Barcelona",81074,22022.0350877193,48622
8," Nou Barris","Garaje en Porta, Barcelona",10 m²,22.000 €,No,None,grande,automática,None," Barcelona",170736,12431.811965812,66780
2," Eixample","Garaje en calle Doctor Letamendi, L'Antiga Esquerra de l'Eixample, Barcelona",10 m²,18.000 €,No,None,None,None,Primera planta," Barcelona",172109,15152.3170731707,80895
5," Sarrià - Sant Gervasi","Garaje en calle Major de Sarrià, Sarrià, Barcelona",16 m²,25.000 €,No,None,grande,None,None," Barcelona",148201,25606.7755102041,102272
3," Sants - Montjuïc","Garaje en Sants, Barcelona",7 m²,12.000 €,No,None,None,None,None," Barcelona",81074,22022.0350877193,48622
4," Les Corts","Garaje en calle Caballero, Les Corts, Barcelona",4 m²,7.300 €,No,None,None,None,None," Barcelona",81074,22022.0350877193,48622
2," Eixample","Garaje en calle Bruc, La Dreta de l'Eixample, Barcelona",10 m²,30.000 €,No,None,mediano,None,sótano," Barcelona",266857,18867.7167630058,128137
9," Sant Andreu","Garaje en calle Coll, La Sagrera, Barcelona",10 m²,14.000 €,No,Si,None,automática,None," Barcelona",149826,15124.7473684211,65745
9," Sant Andreu","Garaje en calle Garcilaso, La Sagrera, Barcelona",8 m²,12.000 €,No,None,None,automática,None," Barcelona",149826,15124.7473684211,65745
9," Sant Andreu","Garaje en calle Navas de Tolosa, Navas, Barcelona",8 m²,4.000 €,No,None,pequeño,None,None," Barcelona",149826,15124.7473684211,65745
2," Eixample","Garaje en calle Casanova, L'Antiga Esquerra de l'Eixample, Barcelona",8 m²,19.000 €,No,None,mediano,None,None," Barcelona",148201,25606.7755102041,102272
10," Sant Martí","Garaje en calle Rogent, El Camp de l'Arpa del Clot, Barcelona",7 m²,11.800 €,No,None,pequeño,None,primera planta," Barcelona",239465,15323.0884353741,103094
3," Sants - Montjuïc","Garaje en Sants, Barcelona",7 m²,14.500 €,No,None,mediano,None,None," Barcelona",81074,22022.0350877193,48622
3," Sants - Montjuïc","Garaje en calle Vilardell, Hostafrancs, Barcelona",16 m²,11.000 €,Si,None,grande,None,sótano-3," Barcelona",183770,14625.3931623932,79559
8," Nou Barris","Garaje en Porta, Barcelona",11 m²,11.000 €,No,None,None,None,None," Barcelona",170736,12431.811965812,66780
8," Nou Barris","Garaje en Porta, Barcelona",12 m²,11.000 €,No,None,None,None,None," Barcelona",170736,12431.811965812,66780
10," Sant Martí","Garaje en calle Mallorca, El Camp de l'Arpa del Clot, Barcelona",22 m²,39.000 €,No,None,None,None,None," Barcelona",266857,18867.7167630058,128137
3," Sants - Montjuïc","Garaje en calle Gernika, La Marina de Port, Barcelona",11 m²,8.600 €,No,None,None,None,None," Barcelona",183770,14625.3931623932,79559
3," Sants - Montjuïc","Garaje en Sants, Barcelona",3 m²,13.500 €,No,None,None,None,None," Barcelona",81074,22022.0350877193,48622
7," Horta - Guinardó","Garaje en Horta, Barcelona",26 m²,23.600 €,No,None,None,None,sótano- 1," Barcelona",172109,15152.3170731707,80895
7," Horta - Guinardó","Garaje en Horta, Barcelona",24 m²,21.400 €,No,None,None,None,None," Barcelona",172109,15152.3170731707,80895
7," Horta - Guinardó","Garaje en Horta, Barcelona",10 m²,3.900 €,No,None,None,None,sótano -1," Barcelona",172109,15152.3170731707,80895
2," Eixample","Garaje en calle Marina, La Sagrada Família, Barcelona",9 m²,8.000 €,No,None,None,None,None," Barcelona",172109,15152.3170731707,80895
9," Sant Andreu","Garaje en calle Olesa, La Sagrera, Barcelona",19 m²,27.000 €,Si,None,grande,None,None," Barcelona",149826,15124.7473684211,65745
10," Sant Martí","Garaje en calle Bilbao, El Clot, Barcelona",14 m²,23.500 €,No,None,None,None,None," Barcelona",239465,15323.0884353741,103094
1," Ciutat Vella","Garaje en calle Torres i Amat, El Raval, Barcelona",9 m²,18.000 €,No,None,mediano,None,planta -3," Barcelona",106028,11517.7037037037,33685
2," Eixample","Garaje en calle Rocafort, Sant Antoni, Barcelona",9 m²,23.000 €,No,None,None,None,planta-3," Barcelona",266857,18867.7167630058,128137
6," Gràcia","Garaje en calle Verdi, Vila de Gràcia, Barcelona",2 m²,8.000 €,No,None,None,None,None," Barcelona",121915,18340.7471264368,57643
7," Horta - Guinardó","Garaje en calle Dante Alighieri, El Carmel, Barcelona",21 m²,20.000 €,No,None,None,None,None," Barcelona",172109,15152.3170731707,80895
7," Horta - Guinardó","Garaje en calle Flors de Maig, El Guinardó, Barcelona",4 m²,3.850 €,No,None,None,None,None," Barcelona",172109,15152.3170731707,80895
3," Sants - Montjuïc","Garaje en Sants, Barcelona",11 m²,17.500 €,No,None,mediano,automática,None," Barcelona",81074,22022.0350877193,48622
9," Sant Andreu","Garaje en calle Cortit, La Sagrera, Barcelona",10 m²,12.400 €,No,None,pequeño,automática,None," Barcelona",149826,15124.7473684211,65745
3," Sants - Montjuïc","Garaje en calle Sant Crist, Sants, Barcelona",10 m²,18.500 €,No,None,None,automática,None," Barcelona",183770,14625.3931623932,79559
2," Eixample","Garaje en calle Rocafort, L'Antiga Esquerra de l'Eixample, Barcelona",17 m²,28.900 €,No,None,None,None,None," Barcelona",266857,18867.7167630058,128137
5," Sarrià - Sant Gervasi","Garaje en calle Berna, El Putxet i el Farró, Barcelona",28 m²,25.000 €,No,None,mediano,None,None," Barcelona",148201,25606.7755102041,102272
9," Sant Andreu","Garaje en calle Cortit, La Sagrera, Barcelona",10 m²,14.900 €,No,None,pequeño,automática,None," Barcelona",149826,15124.7473684211,65745
3," Sants - Montjuïc","Garaje en calle Cros, Sants, Barcelona",10 m²,18.500 €,No,None,None,automática,None," Barcelona",183770,14625.3931623932,79559
5," Sarrià - Sant Gervasi","Garaje en calle Bonaplata, Sarrià, Barcelona",15 m²,42.000 €,No,None,None,None,primera planta," Barcelona",148201,25606.7755102041,102272
5," Sarrià - Sant Gervasi","Garaje en calle Doctor Roux, Les Tres Torres, Barcelona",14 m²,16.000 €,No,None,grande,None,None," Barcelona",148201,25606.7755102041,102272
10," Sant Martí","Garaje en calle Joan Miró, La Vila Olímpica del Poblenou, Barcelona",26 m²,11.500 €,No,Si,None,automática,sótano," Barcelona",239465,15323.0884353741,103094
9," Sant Andreu","Garaje en calle Alexandre Galí, El Congrés i els Indians, Barcelona",20 m²,23.000 €,No,None,None,None,Planta -2," Barcelona",149826,15124.7473684211,65745
8," Nou Barris","Garaje en calle Conveni, La Prosperitat, Barcelona",20 m²,14.500 €,No,None,None,automática,None," Barcelona",170736,12431.811965812,66780
2," Eixample","Garaje en calle Casp, Fort Pienc, Barcelona",25 m²,31.200 €,No,None,None,automática,None," Barcelona",266857,18867.7167630058,128137
2," Eixample","Garaje en calle Aragó, La Dreta de l'Eixample, Barcelona",9 m²,32.000 €,No,None,None,None,None," Barcelona",266857,18867.7167630058,128137
2," Eixample","Garaje en calle Cartagena, La Sagrada Família, Barcelona",7 m²,10.800 €,No,None,None,automática,None," Barcelona",266857,18867.7167630058,128137
8," Nou Barris","Garaje en calle Manuel Sancho, Porta, Barcelona",10 m²,18.000 €,No,None,None,None,None," Barcelona",170736,12431.811965812,66780
7," Horta - Guinardó","Garaje en El Guinardó, Barcelona",11 m²,13.000 €,No,None,pequeño,None,None," Barcelona",239465,15323.0884353741,103094
3," Sants - Montjuïc","Garaje en calle Rey Marti, Sants, Barcelona",11 m²,17.000 €,No,None,grande,automática,None," Barcelona",183770,14625.3931623932,79559
9," Sant Andreu","Garaje en calle Finestrelles, Trinitat Vella, Barcelona",10 m²,14.000 €,No,None,None,automática,sótano -1," Barcelona",81074,22022.0350877193,48622
8," Nou Barris","Garaje en Porta, Barcelona",17 m²,25.000 €,No,None,None,None,sótano 2," Barcelona",170736,12431.811965812,66780
9," Sant Andreu","Garaje en calle Parellada, Sant Andreu de Palomar, Barcelona",9 m²,15.000 €,No,None,pequeño,None,None," Barcelona",149826,15124.7473684211,65745
6," Gràcia","Garaje en Vila de Gràcia, Barcelona",8 m²,12.500 €,Si,None,pequeño,None,sótano -2," Barcelona",121915,18340.7471264368,57643
2," Eixample","Garaje en La Nova Esquerra de l'Eixample, Barcelona",10 m²,13.000 €,No,None,pequeño,None,None," Barcelona",266857,18867.7167630058,128137
2," Eixample","Garaje en Sant Antoni, Barcelona",13 m²,10.500 €,Si,None,pequeño,None,None," Barcelona",106028,11517.7037037037,33685
10," Sant Martí","Garaje en calle De Pujades, El Parc i la Llacuna del Poblenou, Barcelona",9 m²,14.000 €,Si,None,mediano,automática,primera planta," Barcelona",239465,15323.0884353741,103094
6," Gràcia","Garaje en El Camp d'en Grassot i Gràcia Nova, Barcelona",10 m²,11.000 €,No,None,pequeño,None,None," Barcelona",121915,18340.7471264368,57643
8," Nou Barris","Garaje en La Guineueta, Barcelona",9 m²,13.500 €,No,None,mediano,None,None," Barcelona",170736,12431.811965812,66780
4," Les Corts","Garaje en Les Corts, Barcelona",8 m²,48.000 €,No,None,None,None,sótano -3," Barcelona",81074,22022.0350877193,48622
3," Sants - Montjuïc","Garaje en La Bordeta, Barcelona",9 m²,9.900 €,No,Si,pequeño,None,única planta sótano," Barcelona",183770,14625.3931623932,79559
2," Eixample","Garaje en calle Lepant, La Sagrada Família, Barcelona",3 m²,6.000 €,No,None,None,automática,sótano uno," Barcelona",172109,15152.3170731707,80895
4," Les Corts","Garaje en Pedralbes, Barcelona",9 m²,15.200 €,No,None,None,None,sótano," Barcelona",81074,22022.0350877193,48622
10," Sant Martí","Garaje en calle Bilbao, Sant Martí de Provençals, Barcelona",9 m²,24.000 €,No,None,None,automática,None," Barcelona",239465,15323.0884353741,103094
6," Gràcia","Garaje en Vallcarca i els Penitents, Barcelona",8 m²,9.000 €,No,None,pequeño,None,None," Barcelona",121915,18340.7471264368,57643
2," Eixample","Garaje en La Sagrada Família, Barcelona",12 m²,20.000 €,No,None,mediano,automática,planta -5," Barcelona",266857,18867.7167630058,128137
8," Nou Barris","Garaje en calle Moli, La Prosperitat, Barcelona",12 m²,17.500 €,No,None,None,None,None," Barcelona",148201,25606.7755102041,102272
7," Horta - Guinardó","Garaje en El Carmel, Barcelona",24 m²,8.100 €,No,None,None,None,planta primera," Barcelona",81074,22022.0350877193,48622
6," Gràcia","Garaje en calle De Sardenya, El Camp d'en Grassot i Gràcia Nova, Barcelona",7 m²,6.000 €,No,None,pequeño,None,primera planta," Barcelona",266857,18867.7167630058,128137
5," Sarrià - Sant Gervasi","Garaje en Sant Gervasi - Galvany, Barcelona",24 m²,22.500 €,Si,None,None,None,planta -3," Barcelona",148201,25606.7755102041,102272
9," Sant Andreu","Garaje en Sant Andreu de Palomar, Barcelona",9 m²,15.000 €,No,Si,None,automática,None," Barcelona",149826,15124.7473684211,65745
3," Sants - Montjuïc","Garaje en La Font de la Guatlla, Barcelona",30 m²,15.000 €,No,None,None,None,None," Barcelona",183770,14625.3931623932,79559
2," Eixample","Garaje en calle Del Comte Borrell, La Nova Esquerra de l'Eixample, Barcelona",12 m²,18.000 €,No,None,None,None,planta -2," Barcelona",266857,18867.7167630058,128137
7," Horta - Guinardó","Garaje en La Vall d'Hebron, Barcelona",15 m²,9.500 €,No,None,None,None,sótano," Barcelona",121915,18340.7471264368,57643
10," Sant Martí","Garaje en calle Lope de Vega, El Poblenou, Barcelona",10 m²,8.750 €,No,None,None,None,None," Barcelona",239465,15323.0884353741,103094
6," Gràcia","Garaje en plaza Del Sol, Vila de Gràcia, Barcelona",16 m²,9.100 €,No,None,grande,None,sótano 1," Barcelona",121915,18340.7471264368,57643
5," Sarrià - Sant Gervasi","Garaje en calle De Calvet, Sant Gervasi - Galvany, Barcelona",10 m²,13.000 €,No,None,None,automática,sótano," Barcelona",148201,25606.7755102041,102272
3," Sants - Montjuïc","Garaje en calle De Melcior de Palau, Sants, Barcelona",6 m²,7.000 €,No,Si,pequeño,automática,sótano -1," Barcelona",183770,14625.3931623932,79559
5," Sarrià - Sant Gervasi","Garaje en calle De Gualbes, Sant Gervasi - Galvany, Barcelona",20 m²,16.900 €,No,None,None,None,sótano -1," Barcelona",148201,25606.7755102041,102272
4," Les Corts","Garaje en calle Jordi Ferran, La Maternitat i Sant Ramon, Barcelona",7 m²,7.750 €,No,None,pequeño,None,None," Barcelona",81074,22022.0350877193,48622
9," Sant Andreu","Garaje en avenida Meridiana, La Sagrera, Barcelona",8 m²,10.500 €,No,None,pequeño,None,None," Barcelona",149826,15124.7473684211,65745
10," Sant Martí","Garaje en El Camp de l'Arpa del Clot, Barcelona",11 m²,14.500 €,No,None,None,None,None," Barcelona",239465,15323.0884353741,103094
5," Sarrià - Sant Gervasi","Garaje en calle De Ferran Puig, El Putxet i el Farró, Barcelona",8 m²,15.500 €,No,None,None,automática,planta -1," Barcelona",148201,25606.7755102041,102272
3," Sants - Montjuïc","Garaje en calle Melcior de Palau, Sants, Barcelona",10 m²,11.000 €,No,None,pequeño,None,planta primera," Barcelona",183770,14625.3931623932,79559
5," Sarrià - Sant Gervasi","Garaje en calle De Portolà, El Putxet i el Farró, Barcelona",16 m²,17.500 €,No,None,grande,automática,sotano," Barcelona",148201,25606.7755102041,102272
2," Eixample","Garaje en avenida Del Paralelo, Sant Antoni, Barcelona",10 m²,11.000 €,No,None,None,automática,None," Barcelona",266857,18867.7167630058,128137
3," Sants - Montjuïc","Garaje en El Poble Sec - Parc de Montjuïc, Barcelona",7 m²,6.000 €,No,None,pequeño,None,planta -1," Barcelona",183770,14625.3931623932,79559
5," Sarrià - Sant Gervasi","Garaje en calle De Vilarós Barcelona, Sant Gervasi - La Bonanova, Barcelona",9 m²,11.000 €,No,Si,pequeño,None,planta -2," Barcelona",148201,25606.7755102041,102272
2," Eixample","Garaje en calle De Sant Antoni Maria Claret, La Sagrada Família, Barcelona",13 m²,14.995 €,No,Si,None,None,None," Barcelona",266857,18867.7167630058,128137
7," Horta - Guinardó","Garaje en calle Escornalbau, El Guinardó, Barcelona",43 m²,100.000 €,No,None,None,automática,planta -2," Barcelona",172109,15152.3170731707,80895
8," Nou Barris","Garaje en vía Favència, La Prosperitat, Barcelona",20 m²,22.000 €,No,None,None,None,None," Barcelona",170736,12431.811965812,66780
6," Gràcia","Garaje en calle De Travessera de Dalt, Vila de Gràcia, Barcelona",10 m²,13.200 €,No,Si,pequeño,None,planta -4," Barcelona",121915,18340.7471264368,57643
4," Les Corts","Garaje en La Maternitat i Sant Ramon, Barcelona",22 m²,14.000 €,No,None,None,automática,None," Barcelona",81074,22022.0350877193,48622
6," Gràcia","Garaje en travesía De Dalt, Vila de Gràcia, Barcelona",10 m²,13.200 €,No,Si,pequeño,automática,None," Barcelona",121915,18340.7471264368,57643
9," Sant Andreu","Garaje en calle Dhondures, La Sagrera, Barcelona",9 m²,11.000 €,No,None,None,None,planta -1," Barcelona",149826,15124.7473684211,65745
2," Eixample","Garaje en L'Antiga Esquerra de l'Eixample, Barcelona",9 m²,12.500 €,No,None,pequeño,automática,sótano -1," Barcelona",266857,18867.7167630058,128137
6," Gràcia","Garaje en calle De la Font del Coll, El Coll, Barcelona",10 m²,22.000 €,No,None,None,None,None," Barcelona",121915,18340.7471264368,57643
2," Eixample","Garaje en calle De Provença, La Sagrada Família, Barcelona",8 m²,15.500 €,No,None,grande,None,None," Barcelona",266857,18867.7167630058,128137
5," Sarrià - Sant Gervasi","Garaje en Sant Gervasi - La Bonanova, Barcelona",20 m²,42.000 €,No,None,None,None,planta -3," Barcelona",148201,25606.7755102041,102272
9," Sant Andreu","Garaje en Trinitat Vella, Barcelona",30 m²,26.630 €,No,None,None,automática,Segunda planta," Barcelona",149826,15124.7473684211,65745
8," Nou Barris","Garaje en calle De Les Borges Blanques, La Prosperitat, Barcelona",10 m²,13.000 €,No,None,None,None,None," Barcelona",170736,12431.811965812,66780
2," Eixample","Garaje en La Dreta de l'Eixample, Barcelona",10 m²,14.000 €,Si,None,grande,automática,sótano," Barcelona",266857,18867.7167630058,128137
10," Sant Martí","Garaje en El Parc i la Llacuna del Poblenou, Barcelona",11 m²,16.000 €,No,None,grande,None,None," Barcelona",239465,15323.0884353741,103094
2," Eixample","Garaje en calle Aragón, La Sagrada Família, Barcelona",12 m²,18.000 €,No,None,None,None,sótano," Barcelona",266857,18867.7167630058,128137
7," Horta - Guinardó","Garaje en calle De Queixans, El Carmel, Barcelona",14 m²,23.500 €,No,None,None,None,None," Barcelona",172109,15152.3170731707,80895
7," Horta - Guinardó","Garaje en calle Jorge Manrique, La Vall d'Hebron, Barcelona",10 m²,4.900 €,Si,None,None,None,None," Barcelona",172109,15152.3170731707,80895
2," Eixample","Garaje en calle Sicilia, La Sagrada Família, Barcelona",9 m²,12.000 €,Si,Si,None,None,tercera planta," Barcelona",266857,18867.7167630058,128137
2," Eixample","Garaje en calle De Cartagena, La Sagrada Família, Barcelona",10 m²,17.000 €,No,None,mediano,None,None," Barcelona",266857,18867.7167630058,128137
3," Sants - Montjuïc","Garaje en calle Sant Pere Abanto, Hostafrancs, Barcelona",16 m²,15.000 €,Si,None,None,None,None," Barcelona",183770,14625.3931623932,79559
9," Sant Andreu","Garaje en La Sagrera, Barcelona",14 m²,16.000 €,No,None,None,automática,None," Barcelona",149826,15124.7473684211,65745
4," Les Corts","Garaje en calle De Lequador, Les Corts, Barcelona",14 m²,32.000 €,No,None,grande,None,sótano," Barcelona",81074,22022.0350877193,48622
7," Horta - Guinardó","Garaje en Can Baró, Barcelona",10 m²,17.300 €,No,None,mediano,None,sótano," Barcelona",172109,15152.3170731707,80895
2," Eixample","Garaje en calle Daragó, Fort Pienc, Barcelona",7 m²,8.000 €,Si,None,pequeño,None,None," Barcelona",266857,18867.7167630058,128137
5," Sarrià - Sant Gervasi","Garaje en calle Sant Gervasi de Cassoles, Sant Gervasi - La Bonanova, Barcelona",10 m²,18.000 €,No,None,pequeño,None,None," Barcelona",148201,25606.7755102041,102272
2," Eixample","Garaje en Fort Pienc, Barcelona",10 m²,9.900 €,No,None,pequeño,None,None," Barcelona",266857,18867.7167630058,128137
3," Sants - Montjuïc","Garaje en rambla Del Brasil, Sants, Barcelona",9 m²,8.000 €,No,None,pequeño,None,None," Barcelona",183770,14625.3931623932,79559
4," Les Corts","Garaje en calle Galileu, Les Corts, Barcelona",10 m²,10.000 €,No,None,None,None,None," Barcelona",81074,22022.0350877193,48622
9," Sant Andreu","Garaje en calle Dignasi Iglesias, Sant Andreu de Palomar, Barcelona",10 m²,20.000 €,No,None,None,None,None," Barcelona",149826,15124.7473684211,65745
6," Gràcia","Garaje en calle De Gomis Barcelona, Vallcarca i els Penitents, Barcelona",10 m²,18.000 €,No,None,None,automática,None," Barcelona",121915,18340.7471264368,57643
