Any,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Seccio_Censal,Tipus_Servei,Total
2021,1,Ciutat Vella,1,el Raval,1,Privat,540
2021,1,Ciutat Vella,1,el Raval,2,Privat,380
2021,1,Ciutat Vella,1,el Raval,3,Privat,683
2021,1,Ciutat Vella,1,el Raval,4,Privat,801
2021,1,Ciutat Vella,1,el Raval,5,Privat,608
2021,1,Ciutat Vella,1,el Raval,6,Privat,415
2021,1,Ciutat Vella,1,el Raval,7,Privat,431
2021,1,Ciutat Vella,1,el Raval,8,Privat,614
2021,1,Ciutat Vella,1,el Raval,9,Privat,460
2021,1,Ciutat Vella,1,el Raval,10,Privat,468
2021,1,Ciutat Vella,1,el Raval,11,Privat,647
2021,1,Ciutat Vella,1,el Raval,12,Privat,395
2021,1,Ciutat Vella,1,el Raval,13,Privat,311
2021,1,Ciutat Vella,1,el Raval,14,Privat,336
2021,1,Ciutat Vella,1,el Raval,15,Privat,468
2021,1,Ciutat Vella,1,el Raval,16,Privat,354
2021,1,Ciutat Vella,1,el Raval,17,Privat,490
2021,1,Ciutat Vella,1,el Raval,18,Privat,396
2021,1,Ciutat Vella,1,el Raval,19,Privat,638
2021,1,Ciutat Vella,1,el Raval,20,Privat,583
2021,1,Ciutat Vella,1,el Raval,21,Privat,707
2021,1,Ciutat Vella,2,el Gòtic,22,Privat,488
2021,1,Ciutat Vella,2,el Gòtic,23,Privat,816
2021,1,Ciutat Vella,2,el Gòtic,25,Privat,3247
2021,1,Ciutat Vella,2,el Gòtic,26,Privat,586
2021,1,Ciutat Vella,2,el Gòtic,27,Privat,1233
2021,1,Ciutat Vella,2,el Gòtic,28,Privat,584
2021,1,Ciutat Vella,2,el Gòtic,29,Privat,482
2021,1,Ciutat Vella,2,el Gòtic,30,Privat,1436
2021,1,Ciutat Vella,2,el Gòtic,31,Privat,572
2021,1,Ciutat Vella,3,la Barceloneta,32,Privat,984
2021,1,Ciutat Vella,3,la Barceloneta,33,Privat,390
2021,1,Ciutat Vella,3,la Barceloneta,34,Privat,364
2021,1,Ciutat Vella,3,la Barceloneta,35,Privat,432
2021,1,Ciutat Vella,3,la Barceloneta,36,Privat,1008
2021,1,Ciutat Vella,3,la Barceloneta,37,Privat,511
2021,1,Ciutat Vella,3,la Barceloneta,38,Privat,453
2021,1,Ciutat Vella,3,la Barceloneta,39,Privat,495
2021,1,Ciutat Vella,3,la Barceloneta,40,Privat,406
2021,1,Ciutat Vella,3,la Barceloneta,41,Privat,549
2021,1,Ciutat Vella,3,la Barceloneta,42,Privat,603
2021,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",43,Privat,670
2021,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",44,Privat,573
2021,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",45,Privat,629
2021,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",46,Privat,592
2021,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",47,Privat,565
2021,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",48,Privat,575
2021,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",49,Privat,442
2021,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",50,Privat,427
2021,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",51,Privat,434
2021,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",52,Privat,995
2021,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",53,Privat,544
2021,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",54,Privat,375
2021,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",55,Privat,500
2021,2,Eixample,5,el Fort Pienc,1,Privat,543
2021,2,Eixample,5,el Fort Pienc,2,Privat,701
2021,2,Eixample,5,el Fort Pienc,3,Privat,452
2021,2,Eixample,5,el Fort Pienc,4,Privat,587
2021,2,Eixample,5,el Fort Pienc,5,Privat,995
2021,2,Eixample,5,el Fort Pienc,6,Privat,767
2021,2,Eixample,5,el Fort Pienc,7,Privat,581
2021,2,Eixample,5,el Fort Pienc,8,Privat,1010
2021,2,Eixample,5,el Fort Pienc,9,Privat,858
2021,2,Eixample,5,el Fort Pienc,10,Privat,541
2021,2,Eixample,5,el Fort Pienc,11,Privat,532
2021,2,Eixample,5,el Fort Pienc,12,Privat,680
2021,2,Eixample,5,el Fort Pienc,13,Privat,545
2021,2,Eixample,5,el Fort Pienc,14,Privat,482
2021,2,Eixample,5,el Fort Pienc,15,Privat,642
2021,2,Eixample,5,el Fort Pienc,16,Privat,886
2021,2,Eixample,5,el Fort Pienc,17,Privat,921
2021,2,Eixample,5,el Fort Pienc,18,Privat,877
2021,2,Eixample,5,el Fort Pienc,19,Privat,889
2021,2,Eixample,5,el Fort Pienc,20,Privat,621
2021,2,Eixample,6,la Sagrada Família,21,Privat,629
2021,2,Eixample,6,la Sagrada Família,22,Privat,592
2021,2,Eixample,6,la Sagrada Família,23,Privat,501
2021,2,Eixample,6,la Sagrada Família,24,Privat,515
2021,2,Eixample,6,la Sagrada Família,25,Privat,452
2021,2,Eixample,6,la Sagrada Família,26,Privat,841
2021,2,Eixample,6,la Sagrada Família,27,Privat,818
2021,2,Eixample,6,la Sagrada Família,28,Privat,961
2021,2,Eixample,6,la Sagrada Família,29,Privat,493
2021,2,Eixample,6,la Sagrada Família,30,Privat,509
2021,2,Eixample,6,la Sagrada Família,31,Privat,454
2021,2,Eixample,6,la Sagrada Família,32,Privat,476
2021,2,Eixample,6,la Sagrada Família,33,Privat,500
2021,2,Eixample,6,la Sagrada Família,34,Privat,454
2021,2,Eixample,6,la Sagrada Família,35,Privat,523
2021,2,Eixample,6,la Sagrada Família,36,Privat,545
2021,2,Eixample,6,la Sagrada Família,37,Privat,556
2021,2,Eixample,6,la Sagrada Família,38,Privat,1032
2021,2,Eixample,6,la Sagrada Família,39,Privat,619
2021,2,Eixample,6,la Sagrada Família,40,Privat,661
2021,2,Eixample,6,la Sagrada Família,41,Privat,736
2021,2,Eixample,6,la Sagrada Família,42,Privat,808
2021,2,Eixample,6,la Sagrada Família,43,Privat,614
2021,2,Eixample,6,la Sagrada Família,44,Privat,556
2021,2,Eixample,6,la Sagrada Família,45,Privat,503
2021,2,Eixample,6,la Sagrada Família,46,Privat,722
2021,2,Eixample,6,la Sagrada Família,47,Privat,779
2021,2,Eixample,6,la Sagrada Família,48,Privat,489
2021,2,Eixample,6,la Sagrada Família,49,Privat,817
2021,2,Eixample,6,la Sagrada Família,50,Privat,684
2021,2,Eixample,6,la Sagrada Família,51,Privat,832
2021,2,Eixample,6,la Sagrada Família,52,Privat,779
2021,2,Eixample,6,la Sagrada Família,53,Privat,748
2021,2,Eixample,6,la Sagrada Família,54,Privat,844
2021,2,Eixample,7,la Dreta de l'Eixample,55,Privat,775
2021,2,Eixample,7,la Dreta de l'Eixample,56,Privat,626
2021,2,Eixample,7,la Dreta de l'Eixample,57,Privat,662
2021,2,Eixample,7,la Dreta de l'Eixample,58,Privat,667
2021,2,Eixample,7,la Dreta de l'Eixample,59,Privat,810
2021,2,Eixample,7,la Dreta de l'Eixample,60,Privat,818
2021,2,Eixample,7,la Dreta de l'Eixample,61,Privat,669
2021,2,Eixample,7,la Dreta de l'Eixample,62,Privat,827
2021,2,Eixample,7,la Dreta de l'Eixample,63,Privat,784
2021,2,Eixample,7,la Dreta de l'Eixample,64,Privat,747
2021,2,Eixample,7,la Dreta de l'Eixample,65,Privat,932
2021,2,Eixample,7,la Dreta de l'Eixample,66,Privat,869
2021,2,Eixample,7,la Dreta de l'Eixample,67,Privat,752
2021,2,Eixample,7,la Dreta de l'Eixample,68,Privat,692
2021,2,Eixample,7,la Dreta de l'Eixample,69,Privat,707
2021,2,Eixample,7,la Dreta de l'Eixample,70,Privat,807
2021,2,Eixample,7,la Dreta de l'Eixample,71,Privat,961
2021,2,Eixample,7,la Dreta de l'Eixample,72,Privat,731
2021,2,Eixample,7,la Dreta de l'Eixample,73,Privat,824
2021,2,Eixample,7,la Dreta de l'Eixample,74,Privat,684
2021,2,Eixample,7,la Dreta de l'Eixample,75,Privat,690
2021,2,Eixample,7,la Dreta de l'Eixample,76,Privat,917
2021,2,Eixample,7,la Dreta de l'Eixample,77,Privat,1429
2021,2,Eixample,7,la Dreta de l'Eixample,78,Privat,1439
2021,2,Eixample,7,la Dreta de l'Eixample,79,Privat,1532
2021,2,Eixample,7,la Dreta de l'Eixample,80,Privat,1415
2021,2,Eixample,7,la Dreta de l'Eixample,81,Privat,1939
2021,2,Eixample,7,la Dreta de l'Eixample,82,Privat,755
2021,2,Eixample,7,la Dreta de l'Eixample,83,Privat,2088
2021,2,Eixample,8,l'Antiga Esquerra de l'Eixample,84,Privat,1136
2021,2,Eixample,8,l'Antiga Esquerra de l'Eixample,85,Privat,1107
2021,2,Eixample,8,l'Antiga Esquerra de l'Eixample,86,Privat,952
2021,2,Eixample,8,l'Antiga Esquerra de l'Eixample,87,Privat,619
2021,2,Eixample,8,l'Antiga Esquerra de l'Eixample,88,Privat,893
2021,2,Eixample,8,l'Antiga Esquerra de l'Eixample,89,Privat,1139
2021,2,Eixample,8,l'Antiga Esquerra de l'Eixample,90,Privat,763
2021,2,Eixample,8,l'Antiga Esquerra de l'Eixample,91,Privat,863
2021,2,Eixample,8,l'Antiga Esquerra de l'Eixample,92,Privat,834
2021,2,Eixample,8,l'Antiga Esquerra de l'Eixample,93,Privat,770
2021,2,Eixample,8,l'Antiga Esquerra de l'Eixample,94,Privat,699
2021,2,Eixample,8,l'Antiga Esquerra de l'Eixample,95,Privat,718
2021,2,Eixample,8,l'Antiga Esquerra de l'Eixample,96,Privat,719
2021,2,Eixample,8,l'Antiga Esquerra de l'Eixample,97,Privat,471
2021,2,Eixample,8,l'Antiga Esquerra de l'Eixample,98,Privat,734
2021,2,Eixample,8,l'Antiga Esquerra de l'Eixample,99,Privat,708
2021,2,Eixample,8,l'Antiga Esquerra de l'Eixample,100,Privat,673
2021,2,Eixample,8,l'Antiga Esquerra de l'Eixample,101,Privat,942
2021,2,Eixample,8,l'Antiga Esquerra de l'Eixample,102,Privat,686
2021,2,Eixample,8,l'Antiga Esquerra de l'Eixample,103,Privat,749
2021,2,Eixample,8,l'Antiga Esquerra de l'Eixample,104,Privat,544
2021,2,Eixample,8,l'Antiga Esquerra de l'Eixample,105,Privat,893
2021,2,Eixample,8,l'Antiga Esquerra de l'Eixample,106,Privat,791
2021,2,Eixample,8,l'Antiga Esquerra de l'Eixample,107,Privat,942
2021,2,Eixample,8,l'Antiga Esquerra de l'Eixample,108,Privat,955
2021,2,Eixample,8,l'Antiga Esquerra de l'Eixample,109,Privat,1122
2021,2,Eixample,9,la Nova Esquerra de l'Eixample,110,Privat,898
2021,2,Eixample,9,la Nova Esquerra de l'Eixample,111,Privat,899
2021,2,Eixample,9,la Nova Esquerra de l'Eixample,112,Privat,827
2021,2,Eixample,9,la Nova Esquerra de l'Eixample,113,Privat,1308
2021,2,Eixample,9,la Nova Esquerra de l'Eixample,114,Privat,770
2021,2,Eixample,9,la Nova Esquerra de l'Eixample,115,Privat,552
2021,2,Eixample,9,la Nova Esquerra de l'Eixample,116,Privat,513
2021,2,Eixample,9,la Nova Esquerra de l'Eixample,117,Privat,676
2021,2,Eixample,9,la Nova Esquerra de l'Eixample,118,Privat,859
2021,2,Eixample,9,la Nova Esquerra de l'Eixample,119,Privat,641
2021,2,Eixample,9,la Nova Esquerra de l'Eixample,120,Privat,668
2021,2,Eixample,9,la Nova Esquerra de l'Eixample,121,Privat,655
2021,2,Eixample,9,la Nova Esquerra de l'Eixample,122,Privat,522
2021,2,Eixample,9,la Nova Esquerra de l'Eixample,123,Privat,506
2021,2,Eixample,9,la Nova Esquerra de l'Eixample,124,Privat,607
2021,2,Eixample,9,la Nova Esquerra de l'Eixample,125,Privat,771
2021,2,Eixample,9,la Nova Esquerra de l'Eixample,126,Privat,809
2021,2,Eixample,9,la Nova Esquerra de l'Eixample,127,Privat,563
2021,2,Eixample,9,la Nova Esquerra de l'Eixample,128,Privat,481
2021,2,Eixample,9,la Nova Esquerra de l'Eixample,129,Privat,801
2021,2,Eixample,9,la Nova Esquerra de l'Eixample,130,Privat,645
2021,2,Eixample,9,la Nova Esquerra de l'Eixample,131,Privat,510
2021,2,Eixample,9,la Nova Esquerra de l'Eixample,132,Privat,564
2021,2,Eixample,9,la Nova Esquerra de l'Eixample,133,Privat,407
2021,2,Eixample,9,la Nova Esquerra de l'Eixample,134,Privat,667
2021,2,Eixample,9,la Nova Esquerra de l'Eixample,135,Privat,815
2021,2,Eixample,9,la Nova Esquerra de l'Eixample,136,Privat,442
2021,2,Eixample,9,la Nova Esquerra de l'Eixample,137,Privat,609
2021,2,Eixample,9,la Nova Esquerra de l'Eixample,138,Privat,915
2021,2,Eixample,9,la Nova Esquerra de l'Eixample,139,Privat,669
2021,2,Eixample,9,la Nova Esquerra de l'Eixample,140,Privat,874
2021,2,Eixample,9,la Nova Esquerra de l'Eixample,141,Privat,550
2021,2,Eixample,9,la Nova Esquerra de l'Eixample,142,Privat,751
2021,2,Eixample,9,la Nova Esquerra de l'Eixample,143,Privat,660
2021,2,Eixample,9,la Nova Esquerra de l'Eixample,144,Privat,596
2021,2,Eixample,9,la Nova Esquerra de l'Eixample,145,Privat,524
2021,2,Eixample,9,la Nova Esquerra de l'Eixample,146,Privat,625
2021,2,Eixample,9,la Nova Esquerra de l'Eixample,147,Privat,899
2021,2,Eixample,9,la Nova Esquerra de l'Eixample,148,Privat,821
2021,2,Eixample,9,la Nova Esquerra de l'Eixample,149,Privat,746
2021,2,Eixample,10,Sant Antoni,150,Privat,587
2021,2,Eixample,10,Sant Antoni,151,Privat,598
2021,2,Eixample,10,Sant Antoni,152,Privat,584
2021,2,Eixample,10,Sant Antoni,153,Privat,626
2021,2,Eixample,10,Sant Antoni,154,Privat,448
2021,2,Eixample,10,Sant Antoni,155,Privat,710
2021,2,Eixample,10,Sant Antoni,156,Privat,574
2021,2,Eixample,10,Sant Antoni,157,Privat,436
2021,2,Eixample,10,Sant Antoni,158,Privat,694
2021,2,Eixample,10,Sant Antoni,159,Privat,779
2021,2,Eixample,10,Sant Antoni,160,Privat,881
2021,2,Eixample,10,Sant Antoni,161,Privat,457
2021,2,Eixample,10,Sant Antoni,162,Privat,459
2021,2,Eixample,10,Sant Antoni,163,Privat,817
2021,2,Eixample,10,Sant Antoni,164,Privat,668
2021,2,Eixample,10,Sant Antoni,165,Privat,632
2021,2,Eixample,10,Sant Antoni,166,Privat,810
2021,2,Eixample,10,Sant Antoni,167,Privat,928
2021,2,Eixample,10,Sant Antoni,168,Privat,837
2021,2,Eixample,10,Sant Antoni,169,Privat,509
2021,2,Eixample,10,Sant Antoni,170,Privat,584
2021,2,Eixample,10,Sant Antoni,171,Privat,578
2021,2,Eixample,10,Sant Antoni,172,Privat,577
2021,2,Eixample,10,Sant Antoni,173,Privat,627
2021,3,Sants-Montjuïc,11,el Poble Sec,1,Privat,624
2021,3,Sants-Montjuïc,11,el Poble Sec,2,Privat,749
2021,3,Sants-Montjuïc,11,el Poble Sec,3,Privat,543
2021,3,Sants-Montjuïc,11,el Poble Sec,4,Privat,603
2021,3,Sants-Montjuïc,11,el Poble Sec,5,Privat,493
2021,3,Sants-Montjuïc,11,el Poble Sec,6,Privat,547
2021,3,Sants-Montjuïc,11,el Poble Sec,7,Privat,583
2021,3,Sants-Montjuïc,11,el Poble Sec,8,Privat,395
2021,3,Sants-Montjuïc,11,el Poble Sec,9,Privat,473
2021,3,Sants-Montjuïc,11,el Poble Sec,10,Privat,607
2021,3,Sants-Montjuïc,11,el Poble Sec,11,Privat,563
2021,3,Sants-Montjuïc,11,el Poble Sec,12,Privat,727
2021,3,Sants-Montjuïc,11,el Poble Sec,13,Privat,577
2021,3,Sants-Montjuïc,11,el Poble Sec,14,Privat,546
2021,3,Sants-Montjuïc,11,el Poble Sec,15,Privat,854
2021,3,Sants-Montjuïc,11,el Poble Sec,16,Privat,336
2021,3,Sants-Montjuïc,11,el Poble Sec,17,Privat,510
2021,3,Sants-Montjuïc,11,el Poble Sec,18,Privat,541
2021,3,Sants-Montjuïc,11,el Poble Sec,19,Privat,491
2021,3,Sants-Montjuïc,11,el Poble Sec,20,Privat,602
2021,3,Sants-Montjuïc,11,el Poble Sec,21,Privat,402
2021,3,Sants-Montjuïc,11,el Poble Sec,22,Privat,519
2021,3,Sants-Montjuïc,11,el Poble Sec,23,Privat,639
2021,3,Sants-Montjuïc,11,el Poble Sec,24,Privat,969
2021,3,Sants-Montjuïc,12,la Marina del Prat Vermell,25,Privat,5854
2021,3,Sants-Montjuïc,13,la Marina de Port,26,Privat,477
2021,3,Sants-Montjuïc,13,la Marina de Port,27,Privat,744
2021,3,Sants-Montjuïc,13,la Marina de Port,28,Privat,1108
2021,3,Sants-Montjuïc,13,la Marina de Port,29,Privat,508
2021,3,Sants-Montjuïc,13,la Marina de Port,30,Privat,821
2021,3,Sants-Montjuïc,13,la Marina de Port,31,Privat,1209
2021,3,Sants-Montjuïc,13,la Marina de Port,32,Privat,721
2021,3,Sants-Montjuïc,13,la Marina de Port,33,Privat,498
2021,3,Sants-Montjuïc,13,la Marina de Port,34,Privat,826
2021,3,Sants-Montjuïc,13,la Marina de Port,35,Privat,1116
2021,3,Sants-Montjuïc,13,la Marina de Port,36,Privat,1116
2021,3,Sants-Montjuïc,13,la Marina de Port,37,Privat,482
2021,3,Sants-Montjuïc,13,la Marina de Port,38,Privat,493
2021,3,Sants-Montjuïc,13,la Marina de Port,39,Privat,888
2021,3,Sants-Montjuïc,14,la Font de la Guatlla,40,Privat,765
2021,3,Sants-Montjuïc,14,la Font de la Guatlla,41,Privat,620
2021,3,Sants-Montjuïc,14,la Font de la Guatlla,42,Privat,657
2021,3,Sants-Montjuïc,14,la Font de la Guatlla,43,Privat,668
2021,3,Sants-Montjuïc,14,la Font de la Guatlla,44,Privat,778
2021,3,Sants-Montjuïc,14,la Font de la Guatlla,45,Privat,505
2021,3,Sants-Montjuïc,14,la Font de la Guatlla,46,Privat,678
2021,3,Sants-Montjuïc,15,Hostafrancs,47,Privat,755
2021,3,Sants-Montjuïc,15,Hostafrancs,48,Privat,747
2021,3,Sants-Montjuïc,15,Hostafrancs,49,Privat,664
2021,3,Sants-Montjuïc,15,Hostafrancs,50,Privat,593
2021,3,Sants-Montjuïc,15,Hostafrancs,51,Privat,683
2021,3,Sants-Montjuïc,15,Hostafrancs,52,Privat,454
2021,3,Sants-Montjuïc,15,Hostafrancs,53,Privat,765
2021,3,Sants-Montjuïc,15,Hostafrancs,54,Privat,730
2021,3,Sants-Montjuïc,15,Hostafrancs,55,Privat,642
2021,3,Sants-Montjuïc,15,Hostafrancs,56,Privat,412
2021,3,Sants-Montjuïc,16,la Bordeta,57,Privat,615
2021,3,Sants-Montjuïc,16,la Bordeta,58,Privat,638
2021,3,Sants-Montjuïc,16,la Bordeta,59,Privat,499
2021,3,Sants-Montjuïc,16,la Bordeta,60,Privat,577
2021,3,Sants-Montjuïc,16,la Bordeta,61,Privat,386
2021,3,Sants-Montjuïc,16,la Bordeta,62,Privat,656
2021,3,Sants-Montjuïc,16,la Bordeta,63,Privat,683
2021,3,Sants-Montjuïc,16,la Bordeta,64,Privat,686
2021,3,Sants-Montjuïc,16,la Bordeta,65,Privat,692
2021,3,Sants-Montjuïc,16,la Bordeta,66,Privat,995
2021,3,Sants-Montjuïc,16,la Bordeta,67,Privat,763
2021,3,Sants-Montjuïc,16,la Bordeta,68,Privat,442
2021,3,Sants-Montjuïc,16,la Bordeta,69,Privat,543
2021,3,Sants-Montjuïc,17,Sants - Badal,70,Privat,558
2021,3,Sants-Montjuïc,17,Sants - Badal,71,Privat,420
2021,3,Sants-Montjuïc,17,Sants - Badal,72,Privat,500
2021,3,Sants-Montjuïc,17,Sants - Badal,73,Privat,634
2021,3,Sants-Montjuïc,17,Sants - Badal,74,Privat,752
2021,3,Sants-Montjuïc,17,Sants - Badal,75,Privat,690
2021,3,Sants-Montjuïc,17,Sants - Badal,76,Privat,420
2021,3,Sants-Montjuïc,17,Sants - Badal,77,Privat,535
2021,3,Sants-Montjuïc,17,Sants - Badal,78,Privat,626
2021,3,Sants-Montjuïc,17,Sants - Badal,79,Privat,625
2021,3,Sants-Montjuïc,17,Sants - Badal,80,Privat,597
2021,3,Sants-Montjuïc,17,Sants - Badal,81,Privat,821
2021,3,Sants-Montjuïc,17,Sants - Badal,82,Privat,870
2021,3,Sants-Montjuïc,17,Sants - Badal,83,Privat,603
2021,3,Sants-Montjuïc,17,Sants - Badal,84,Privat,693
2021,3,Sants-Montjuïc,17,Sants - Badal,85,Privat,597
2021,3,Sants-Montjuïc,18,Sants,86,Privat,713
2021,3,Sants-Montjuïc,18,Sants,87,Privat,663
2021,3,Sants-Montjuïc,18,Sants,88,Privat,620
2021,3,Sants-Montjuïc,18,Sants,89,Privat,549
2021,3,Sants-Montjuïc,18,Sants,90,Privat,387
2021,3,Sants-Montjuïc,18,Sants,91,Privat,613
2021,3,Sants-Montjuïc,18,Sants,92,Privat,542
2021,3,Sants-Montjuïc,18,Sants,93,Privat,758
2021,3,Sants-Montjuïc,18,Sants,94,Privat,437
2021,3,Sants-Montjuïc,18,Sants,95,Privat,619
2021,3,Sants-Montjuïc,18,Sants,96,Privat,582
2021,3,Sants-Montjuïc,18,Sants,97,Privat,489
2021,3,Sants-Montjuïc,18,Sants,98,Privat,486
2021,3,Sants-Montjuïc,18,Sants,99,Privat,357
2021,3,Sants-Montjuïc,18,Sants,100,Privat,449
2021,3,Sants-Montjuïc,18,Sants,101,Privat,514
2021,3,Sants-Montjuïc,18,Sants,102,Privat,512
2021,3,Sants-Montjuïc,18,Sants,103,Privat,449
2021,3,Sants-Montjuïc,18,Sants,104,Privat,544
2021,3,Sants-Montjuïc,18,Sants,105,Privat,424
2021,3,Sants-Montjuïc,18,Sants,106,Privat,504
2021,3,Sants-Montjuïc,18,Sants,107,Privat,762
2021,3,Sants-Montjuïc,18,Sants,108,Privat,650
2021,3,Sants-Montjuïc,18,Sants,109,Privat,632
2021,3,Sants-Montjuïc,18,Sants,110,Privat,648
2021,3,Sants-Montjuïc,18,Sants,111,Privat,550
2021,3,Sants-Montjuïc,18,Sants,112,Privat,860
2021,3,Sants-Montjuïc,18,Sants,113,Privat,819
2021,3,Sants-Montjuïc,18,Sants,114,Privat,826
2021,3,Sants-Montjuïc,13,la Marina de Port,211,Privat,748
2021,3,Sants-Montjuïc,13,la Marina de Port,212,Privat,973
2021,3,Sants-Montjuïc,13,la Marina de Port,213,Privat,894
2021,4,Les Corts,19,les Corts,1,Privat,595
2021,4,Les Corts,19,les Corts,2,Privat,997
2021,4,Les Corts,19,les Corts,3,Privat,583
2021,4,Les Corts,19,les Corts,4,Privat,504
2021,4,Les Corts,19,les Corts,5,Privat,581
2021,4,Les Corts,19,les Corts,6,Privat,549
2021,4,Les Corts,19,les Corts,7,Privat,479
2021,4,Les Corts,19,les Corts,8,Privat,460
2021,4,Les Corts,19,les Corts,9,Privat,682
2021,4,Les Corts,19,les Corts,10,Privat,455
2021,4,Les Corts,19,les Corts,11,Privat,970
2021,4,Les Corts,19,les Corts,12,Privat,814
2021,4,Les Corts,19,les Corts,13,Privat,746
2021,4,Les Corts,19,les Corts,14,Privat,352
2021,4,Les Corts,19,les Corts,15,Privat,923
2021,4,Les Corts,19,les Corts,16,Privat,573
2021,4,Les Corts,19,les Corts,17,Privat,721
2021,4,Les Corts,19,les Corts,18,Privat,851
2021,4,Les Corts,19,les Corts,19,Privat,908
2021,4,Les Corts,19,les Corts,20,Privat,834
2021,4,Les Corts,19,les Corts,21,Privat,1169
2021,4,Les Corts,19,les Corts,22,Privat,916
2021,4,Les Corts,19,les Corts,23,Privat,1089
2021,4,Les Corts,19,les Corts,24,Privat,1275
2021,4,Les Corts,19,les Corts,25,Privat,596
2021,4,Les Corts,19,les Corts,26,Privat,649
2021,4,Les Corts,19,les Corts,27,Privat,703
2021,4,Les Corts,19,les Corts,28,Privat,654
2021,4,Les Corts,19,les Corts,29,Privat,1042
2021,4,Les Corts,19,les Corts,30,Privat,965
2021,4,Les Corts,19,les Corts,31,Privat,774
2021,4,Les Corts,19,les Corts,32,Privat,755
2021,4,Les Corts,19,les Corts,33,Privat,561
2021,4,Les Corts,19,les Corts,34,Privat,898
2021,4,Les Corts,19,les Corts,35,Privat,816
2021,4,Les Corts,20,la Maternitat i Sant Ramon,36,Privat,662
2021,4,Les Corts,20,la Maternitat i Sant Ramon,37,Privat,1146
2021,4,Les Corts,20,la Maternitat i Sant Ramon,38,Privat,672
2021,4,Les Corts,20,la Maternitat i Sant Ramon,39,Privat,629
2021,4,Les Corts,20,la Maternitat i Sant Ramon,40,Privat,642
2021,4,Les Corts,20,la Maternitat i Sant Ramon,41,Privat,575
2021,4,Les Corts,20,la Maternitat i Sant Ramon,42,Privat,738
2021,4,Les Corts,20,la Maternitat i Sant Ramon,43,Privat,953
2021,4,Les Corts,20,la Maternitat i Sant Ramon,44,Privat,890
2021,4,Les Corts,20,la Maternitat i Sant Ramon,45,Privat,672
2021,4,Les Corts,20,la Maternitat i Sant Ramon,46,Privat,1561
2021,4,Les Corts,20,la Maternitat i Sant Ramon,47,Privat,978
2021,4,Les Corts,20,la Maternitat i Sant Ramon,48,Privat,841
2021,4,Les Corts,20,la Maternitat i Sant Ramon,49,Privat,994
2021,4,Les Corts,21,Pedralbes,50,Privat,1508
2021,4,Les Corts,21,Pedralbes,51,Privat,1003
2021,4,Les Corts,21,Pedralbes,52,Privat,1908
2021,4,Les Corts,21,Pedralbes,53,Privat,1044
2021,4,Les Corts,21,Pedralbes,54,Privat,892
2021,4,Les Corts,21,Pedralbes,55,Privat,1523
2021,4,Les Corts,21,Pedralbes,56,Privat,1531
2021,4,Les Corts,20,la Maternitat i Sant Ramon,84,Privat,821
2021,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",1,Privat,1098
2021,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",2,Privat,1195
2021,5,Sarrià-Sant Gervasi,22,"Vallvidrera, el Tibidabo i les Planes",3,Privat,958
2021,5,Sarrià-Sant Gervasi,23,Sarrià,4,Privat,822
2021,5,Sarrià-Sant Gervasi,23,Sarrià,5,Privat,812
2021,5,Sarrià-Sant Gervasi,23,Sarrià,6,Privat,1500
2021,5,Sarrià-Sant Gervasi,23,Sarrià,7,Privat,966
2021,5,Sarrià-Sant Gervasi,23,Sarrià,8,Privat,1025
2021,5,Sarrià-Sant Gervasi,23,Sarrià,9,Privat,1065
2021,5,Sarrià-Sant Gervasi,23,Sarrià,10,Privat,947
2021,5,Sarrià-Sant Gervasi,23,Sarrià,11,Privat,824
2021,5,Sarrià-Sant Gervasi,23,Sarrià,12,Privat,890
2021,5,Sarrià-Sant Gervasi,23,Sarrià,13,Privat,1010
2021,5,Sarrià-Sant Gervasi,23,Sarrià,14,Privat,1092
2021,5,Sarrià-Sant Gervasi,23,Sarrià,15,Privat,860
2021,5,Sarrià-Sant Gervasi,23,Sarrià,16,Privat,917
2021,5,Sarrià-Sant Gervasi,23,Sarrià,17,Privat,1448
2021,5,Sarrià-Sant Gervasi,23,Sarrià,18,Privat,776
2021,5,Sarrià-Sant Gervasi,23,Sarrià,19,Privat,1231
2021,5,Sarrià-Sant Gervasi,24,les Tres Torres,20,Privat,776
2021,5,Sarrià-Sant Gervasi,24,les Tres Torres,21,Privat,750
2021,5,Sarrià-Sant Gervasi,24,les Tres Torres,22,Privat,1319
