,Codi_Districte,Nom_Districte,Nom_Carrer,title,size,price,Vigilancia,Columnas,Tipo plaza,Puerta,Planta,Ciudad,Personas,Promedio_Euros,Vehicles,Atur,€_m2,Denuncias_Convivencia,Incidents_Degradacion,Promedio_Vivienda,Habitatges turístics,Hotels,Residències estudiants,Parcs urbans,Arbres al carrer,Turismes,Superfície (km²),Habitants/Turisme,Turismes/km²,Total Guals,A peu + bicicleta a treballar,Transport privat a treballar,Transport públic a treballar,Nacionalitats espanyoles,Nacionalitats estrangeres,Població Total,Densitat de població (hab/km²),Edat mitjana,Domicilis,Superficie Residencial,Superficie Equipaments,Superficie Indústria i infraestructures,Superficie Xarxa viària,Superficie Parcs forestals,Aparcaments Total,Aparcaments Residencies,Aparcament Altres edificis,Centres Civics
1344, 9,Sant Andreu,Sant Andreu de Palomar,"Garaje en Sant Andreu de Palomar, Barcelona",4,13.700,No,None,None,None,sótano, Barcelona,149826,15124.75,65745,18.63,2.423,0,57,208.819.146,0.0,505.0,0.0,15.0,16.125,44.922,6.6,3.4,6.815,2.059,289.878,88.952,81.574,127.91,23.627,151.537,22.988,44.3,59.678,190.6,51.8,109.0,211.1,0.0,232.0,119,113.0,7
1345, 6,Gràcia,De Milà i Fontanals,"Garaje en calle De Milà i Fontanals, Vila de Gràcia, Barcelona",12,19.900,No,None,None,None,None, Barcelona,121915,18340.75,57643,21.6,3.898,0,79,240.869.424,242.0,1.153,570.0,17.8,7.604,33.709,4.2,3.7,7.98,1.848,250.154,68.424,62.32,97.931,25.345,123.276,29.185,44.1,52.701,202.5,45.8,0.7,106.7,14.7,174.0,97,77.0,2
1346, 3,Sants-Montjuïc,El Poble Sec - Parc de Montjuïc,"Garaje en El Poble Sec - Parc de Montjuïc, Barcelona",7,13.000,No,None,pequeño,automática,None, Barcelona,183770,14625.39,79559,20.58,2.897,0,73,290.766.648,864.0,6.466,580.0,288.0,16.597,49.494,22.9,3.8,2.163,1.817,294.86,97.666,107.894,141.388,45.638,187.026,8.174,43.8,74.28,251.6,205.2,1.055.0,321.9,0.0,1.119,84,1.035,5
1347, 9,Sant Andreu,La Sagrera,"Garaje en La Sagrera, Barcelona",14,20.000,No,None,grande,automática,planta 0, Barcelona,149826,15124.75,65745,18.63,2.423,0,57,208.819.146,0.0,505.0,0.0,15.0,16.125,44.922,6.6,3.4,6.815,2.059,289.878,88.952,81.574,127.91,23.627,151.537,22.988,44.3,59.678,190.6,51.8,109.0,211.1,0.0,232.0,119,113.0,7
1348, 3,Sants-Montjuïc,Sant Pere Dabanto,"Garaje en calle Sant Pere Dabanto, Hostafrancs, Barcelona",11,14.000,No,None,None,None,sótano, Barcelona,183770,14625.39,79559,20.58,2.897,0,73,290.766.648,864.0,6.466,580.0,288.0,16.597,49.494,22.9,3.8,2.163,1.817,294.86,97.666,107.894,141.388,45.638,187.026,8.174,43.8,74.28,251.6,205.2,1.055.0,321.9,0.0,1.119,84,1.035,5
1349, 3,Sants-Montjuïc,Sant Pere Dabanto,"Garaje en calle Sant Pere Dabanto, Hostafrancs, Barcelona",11,14.000,No,None,None,None,sótano, Barcelona,183770,14625.39,79559,20.58,2.897,0,73,290.766.648,864.0,6.466,580.0,288.0,16.597,49.494,22.9,3.8,2.163,1.817,294.86,97.666,107.894,141.388,45.638,187.026,8.174,43.8,74.28,251.6,205.2,1.055.0,321.9,0.0,1.119,84,1.035,5
1350, 3,Sants-Montjuïc,Sant Pere Dabanto,"Garaje en calle Sant Pere Dabanto, Hostafrancs, Barcelona",11,14.000,No,None,None,None,sótano, Barcelona,183770,14625.39,79559,20.58,2.897,0,73,290.766.648,864.0,6.466,580.0,288.0,16.597,49.494,22.9,3.8,2.163,1.817,294.86,97.666,107.894,141.388,45.638,187.026,8.174,43.8,74.28,251.6,205.2,1.055.0,321.9,0.0,1.119,84,1.035,5
1351, 3,Sants-Montjuïc,Sant Pere Dabanto,"Garaje en calle Sant Pere Dabanto, Hostafrancs, Barcelona",22,14.000,No,None,None,None,sótano, Barcelona,183770,14625.39,79559,20.58,2.897,0,73,290.766.648,864.0,6.466,580.0,288.0,16.597,49.494,22.9,3.8,2.163,1.817,294.86,97.666,107.894,141.388,45.638,187.026,8.174,43.8,74.28,251.6,205.2,1.055.0,321.9,0.0,1.119,84,1.035,5
1352, 7,Horta-Guinardó,Rubió i Belenguer,"Garaje en calle Rubió i Belenguer, La Vall d'Hebron, Barcelona",21,21.500,No,None,None,automática,None, Barcelona,172109,15152.32,80895,66.28,2.456,0,55,201.880.507,28.0,913.0,712.0,55.6,13.686,49.751,11.9,3.5,4.174,2.698,271.132,108.942,110.899,143.951,29.993,173.944,14.593,45.1,69.956,289.8,146.0,3.3,196.7,376.8,432.0,262,170.0,5
1353, 6,Gràcia,Alegre de Dalt,"Garaje en calle Alegre de Dalt, Vila de Gràcia, Barcelona",10,26.000,No,None,mediano,None,planta -1, Barcelona,121915,18340.75,57643,21.6,3.898,0,79,240.869.424,242.0,1.153,570.0,17.8,7.604,33.709,4.2,3.7,7.98,1.848,250.154,68.424,62.32,97.931,25.345,123.276,29.185,44.1,52.701,202.5,45.8,0.7,106.7,14.7,174.0,97,77.0,2
1354, 10,Sant Martí,Espronceda,"Garaje en calle Espronceda, El Poblenou, Barcelona",12,25.000,No,None,None,None,None, Barcelona,239465,15323.09,103094,20.83,3.843,3,30,385.459.324,21.0,13.397,1.505,70.5,30.992,68.992,10.4,3.5,6.61,2.19,435.258,137.993,139.793,190.298,50.883,241.181,23.108,43.8,94.907,288.9,87.4,135.7,341.8,0.0,2.564,452,2.112,5
1355, 6,Gràcia,De la Providència,"Garaje en calle De la Providència, Vila de Gràcia, Barcelona",10,13.000,No,None,mediano,automática,Sótano 5, Barcelona,121915,18340.75,57643,21.6,3.898,0,79,240.869.424,242.0,1.153,570.0,17.8,7.604,33.709,4.2,3.7,7.98,1.848,250.154,68.424,62.32,97.931,25.345,123.276,29.185,44.1,52.701,202.5,45.8,0.7,106.7,14.7,174.0,97,77.0,2
1356, 7,Horta-Guinardó,Alcalde de Móstoles,"Garaje en calle Alcalde de Móstoles, El Baix Guinardó, Barcelona",3,3.990,No,None,None,None,None, Barcelona,172109,15152.32,80895,66.28,2.456,0,55,201.880.507,28.0,913.0,712.0,55.6,13.686,49.751,11.9,3.5,4.174,2.698,271.132,108.942,110.899,143.951,29.993,173.944,14.593,45.1,69.956,289.8,146.0,3.3,196.7,376.8,432.0,262,170.0,5
1357, 6,Gràcia,El Camp d'en Grassot i Gràcia Nova,"Garaje en El Camp d'en Grassot i Gràcia Nova, Barcelona",11,20.000,No,None,mediano,None,planta -1, Barcelona,121915,18340.75,57643,21.6,3.898,0,79,240.869.424,242.0,1.153,570.0,17.8,7.604,33.709,4.2,3.7,7.98,1.848,250.154,68.424,62.32,97.931,25.345,123.276,29.185,44.1,52.701,202.5,45.8,0.7,106.7,14.7,174.0,97,77.0,2
1358, 10,Sant Martí,El Poblenou,"Garaje en El Poblenou, Barcelona",11,27.000,No,None,None,None,None, Barcelona,239465,15323.09,103094,20.83,3.843,3,30,385.459.324,21.0,13.397,1.505,70.5,30.992,68.992,10.4,3.5,6.61,2.19,435.258,137.993,139.793,190.298,50.883,241.181,23.108,43.8,94.907,288.9,87.4,135.7,341.8,0.0,2.564,452,2.112,5
1359, 6,Gràcia,Vila de Gràcia,"Garaje en Vila de Gràcia, Barcelona",13,20.000,No,None,None,None,None, Barcelona,121915,18340.75,57643,21.6,3.898,0,79,240.869.424,242.0,1.153,570.0,17.8,7.604,33.709,4.2,3.7,7.98,1.848,250.154,68.424,62.32,97.931,25.345,123.276,29.185,44.1,52.701,202.5,45.8,0.7,106.7,14.7,174.0,97,77.0,2
1360, 4,Les Corts,La Maternitat i Sant Ramon,"Garaje en La Maternitat i Sant Ramon, Barcelona",9,15.200,No,None,None,automática,segunda planta, Barcelona,81074,22022.04,48622,23.6,4.807,0,21,161.635.262,48.0,5.73,910.0,34.2,13.282,31.393,6.0,2.6,5.223,1.388,176.951,53.956,33.444,69.499,12.077,81.576,13.571,46.0,32.78,178.0,150.7,1.1,156.4,47.7,193.0,7,186.0,4
1361, 3,Sants-Montjuïc,De Sant Pere Dabanto,"Garaje en calle De Sant Pere Dabanto, Hostafrancs, Barcelona",10,15.000,No,None,grande,None,planta -1, Barcelona,183770,14625.39,79559,20.58,2.897,0,73,290.766.648,864.0,6.466,580.0,288.0,16.597,49.494,22.9,3.8,2.163,1.817,294.86,97.666,107.894,141.388,45.638,187.026,8.174,43.8,74.28,251.6,205.2,1.055.0,321.9,0.0,1.119,84,1.035,5
1362, 9,Sant Andreu,De Castellbell,"Garaje en calle De Castellbell, Sant Andreu de Palomar, Barcelona",7,18.000,No,None,None,None,primera planta, Barcelona,149826,15124.75,65745,18.63,2.423,0,57,208.819.146,0.0,505.0,0.0,15.0,16.125,44.922,6.6,3.4,6.815,2.059,289.878,88.952,81.574,127.91,23.627,151.537,22.988,44.3,59.678,190.6,51.8,109.0,211.1,0.0,232.0,119,113.0,7
1363, 10,Sant Martí,El Camp de l'Arpa del Clot,"Garaje en El Camp de l'Arpa del Clot, Barcelona",2,4.900,No,None,None,None,primera planta, Barcelona,239465,15323.09,103094,20.83,3.843,3,30,385.459.324,21.0,13.397,1.505,70.5,30.992,68.992,10.4,3.5,6.61,2.19,435.258,137.993,139.793,190.298,50.883,241.181,23.108,43.8,94.907,288.9,87.4,135.7,341.8,0.0,2.564,452,2.112,5
1364, 10,Sant Martí,El Clot,"Garaje en El Clot, Barcelona",10,9.000,No,None,pequeño,None,None, Barcelona,239465,15323.09,103094,20.83,3.843,3,30,385.459.324,21.0,13.397,1.505,70.5,30.992,68.992,10.4,3.5,6.61,2.19,435.258,137.993,139.793,190.298,50.883,241.181,23.108,43.8,94.907,288.9,87.4,135.7,341.8,0.0,2.564,452,2.112,5
1365, 10,Sant Martí,El Poblenou,"Garaje en El Poblenou, Barcelona",11,27.000,No,None,None,None,None, Barcelona,239465,15323.09,103094,20.83,3.843,3,30,385.459.324,21.0,13.397,1.505,70.5,30.992,68.992,10.4,3.5,6.61,2.19,435.258,137.993,139.793,190.298,50.883,241.181,23.108,43.8,94.907,288.9,87.4,135.7,341.8,0.0,2.564,452,2.112,5
1366, 10,Sant Martí,El Camp de l'Arpa del Clot,"Garaje en El Camp de l'Arpa del Clot, Barcelona",8,17.500,Si,None,None,None,None, Barcelona,239465,15323.09,103094,20.83,3.843,3,30,385.459.324,21.0,13.397,1.505,70.5,30.992,68.992,10.4,3.5,6.61,2.19,435.258,137.993,139.793,190.298,50.883,241.181,23.108,43.8,94.907,288.9,87.4,135.7,341.8,0.0,2.564,452,2.112,5
1367, 7,Horta-Guinardó,El Carmel,"Garaje en El Carmel, Barcelona",13,29.800,No,None,None,None,None, Barcelona,172109,15152.32,80895,66.28,2.456,0,55,201.880.507,28.0,913.0,712.0,55.6,13.686,49.751,11.9,3.5,4.174,2.698,271.132,108.942,110.899,143.951,29.993,173.944,14.593,45.1,69.956,289.8,146.0,3.3,196.7,376.8,432.0,262,170.0,5
1368, 7,Horta-Guinardó,El Carmel,"Garaje en El Carmel, Barcelona",10,16.900,No,None,None,None,None, Barcelona,172109,15152.32,80895,66.28,2.456,0,55,201.880.507,28.0,913.0,712.0,55.6,13.686,49.751,11.9,3.5,4.174,2.698,271.132,108.942,110.899,143.951,29.993,173.944,14.593,45.1,69.956,289.8,146.0,3.3,196.7,376.8,432.0,262,170.0,5
1369, 6,Gràcia,De Sant Lluís,"Garaje en calle De Sant Lluís, El Camp d'en Grassot i Gràcia Nova, Barcelona",11,27.000,No,None,None,None,planta -1, Barcelona,121915,18340.75,57643,21.6,3.898,0,79,240.869.424,242.0,1.153,570.0,17.8,7.604,33.709,4.2,3.7,7.98,1.848,250.154,68.424,62.32,97.931,25.345,123.276,29.185,44.1,52.701,202.5,45.8,0.7,106.7,14.7,174.0,97,77.0,2
1370, 9,Sant Andreu,Navas,"Garaje en Navas, Barcelona",7,16.000,No,None,pequeño,None,sótano, Barcelona,149826,15124.75,65745,18.63,2.423,0,57,208.819.146,0.0,505.0,0.0,15.0,16.125,44.922,6.6,3.4,6.815,2.059,289.878,88.952,81.574,127.91,23.627,151.537,22.988,44.3,59.678,190.6,51.8,109.0,211.1,0.0,232.0,119,113.0,7
1371, 9,Sant Andreu,La Sagrera,"Garaje en La Sagrera, Barcelona",10,17.800,No,None,grande,None,None, Barcelona,149826,15124.75,65745,18.63,2.423,0,57,208.819.146,0.0,505.0,0.0,15.0,16.125,44.922,6.6,3.4,6.815,2.059,289.878,88.952,81.574,127.91,23.627,151.537,22.988,44.3,59.678,190.6,51.8,109.0,211.1,0.0,232.0,119,113.0,7
1372, 3,Sants-Montjuïc,Violant Dhongria,"Garaje en calle Violant Dhongria, Sants, Barcelona",10,16.000,No,None,pequeño,None,None, Barcelona,183770,14625.39,79559,20.58,2.897,0,73,290.766.648,864.0,6.466,580.0,288.0,16.597,49.494,22.9,3.8,2.163,1.817,294.86,97.666,107.894,141.388,45.638,187.026,8.174,43.8,74.28,251.6,205.2,1.055.0,321.9,0.0,1.119,84,1.035,5
1373, 8,Nou Barris,Pablo Iglesias,"Garaje en calle Pablo Iglesias, La Prosperitat, Barcelona",10,8.000,No,None,None,None,primera planta, Barcelona,170736,12431.81,66780,12.36,2.278,1,21,149.489.522,45.0,282.0,0.0,39.7,15.458,45.792,8.1,3.8,5.684,1.285,294.752,108.715,122.84,137.326,36.226,173.552,21.543,44.3,66.897,232.8,81.0,18.8,185.8,163.1,202.0,41,161.0,4
1374, 3,Sants-Montjuïc,Sants,"Garaje en Sants, Barcelona",10,29.500,No,None,None,None,None, Barcelona,183770,14625.39,79559,20.58,2.897,0,73,290.766.648,864.0,6.466,580.0,288.0,16.597,49.494,22.9,3.8,2.163,1.817,294.86,97.666,107.894,141.388,45.638,187.026,8.174,43.8,74.28,251.6,205.2,1.055.0,321.9,0.0,1.119,84,1.035,5
1375, 7,Horta-Guinardó,El Carmel,"Garaje en El Carmel, Barcelona",8,20.000,No,None,None,None,None, Barcelona,172109,15152.32,80895,66.28,2.456,0,55,201.880.507,28.0,913.0,712.0,55.6,13.686,49.751,11.9,3.5,4.174,2.698,271.132,108.942,110.899,143.951,29.993,173.944,14.593,45.1,69.956,289.8,146.0,3.3,196.7,376.8,432.0,262,170.0,5
1376, 10,Sant Martí,El Camp de l'Arpa del Clot,"Garaje en El Camp de l'Arpa del Clot, Barcelona",10,22.000,No,Si,None,None,sótano, Barcelona,239465,15323.09,103094,20.83,3.843,3,30,385.459.324,21.0,13.397,1.505,70.5,30.992,68.992,10.4,3.5,6.61,2.19,435.258,137.993,139.793,190.298,50.883,241.181,23.108,43.8,94.907,288.9,87.4,135.7,341.8,0.0,2.564,452,2.112,5
1377, 10,Sant Martí,El Camp de l'Arpa del Clot,"Garaje en El Camp de l'Arpa del Clot, Barcelona",8,15.000,No,None,None,None,None, Barcelona,239465,15323.09,103094,20.83,3.843,3,30,385.459.324,21.0,13.397,1.505,70.5,30.992,68.992,10.4,3.5,6.61,2.19,435.258,137.993,139.793,190.298,50.883,241.181,23.108,43.8,94.907,288.9,87.4,135.7,341.8,0.0,2.564,452,2.112,5
1378, 10,Sant Martí,El Camp de l'Arpa del Clot,"Garaje en El Camp de l'Arpa del Clot, Barcelona",10,17.000,No,None,None,None,sótano, Barcelona,239465,15323.09,103094,20.83,3.843,3,30,385.459.324,21.0,13.397,1.505,70.5,30.992,68.992,10.4,3.5,6.61,2.19,435.258,137.993,139.793,190.298,50.883,241.181,23.108,43.8,94.907,288.9,87.4,135.7,341.8,0.0,2.564,452,2.112,5
1379, 10,Sant Martí,El Camp de l'Arpa del Clot,"Garaje en El Camp de l'Arpa del Clot, Barcelona",7,18.000,Si,Si,None,None,None, Barcelona,239465,15323.09,103094,20.83,3.843,3,30,385.459.324,21.0,13.397,1.505,70.5,30.992,68.992,10.4,3.5,6.61,2.19,435.258,137.993,139.793,190.298,50.883,241.181,23.108,43.8,94.907,288.9,87.4,135.7,341.8,0.0,2.564,452,2.112,5
1380, 10,Sant Martí,El Camp de l'Arpa del Clot,"Garaje en El Camp de l'Arpa del Clot, Barcelona",9,22.000,Si,Si,None,None,None, Barcelona,239465,15323.09,103094,20.83,3.843,3,30,385.459.324,21.0,13.397,1.505,70.5,30.992,68.992,10.4,3.5,6.61,2.19,435.258,137.993,139.793,190.298,50.883,241.181,23.108,43.8,94.907,288.9,87.4,135.7,341.8,0.0,2.564,452,2.112,5
1381, 10,Sant Martí,El Camp de l'Arpa del Clot,"Garaje en El Camp de l'Arpa del Clot, Barcelona",7,18.000,No,None,None,None,None, Barcelona,239465,15323.09,103094,20.83,3.843,3,30,385.459.324,21.0,13.397,1.505,70.5,30.992,68.992,10.4,3.5,6.61,2.19,435.258,137.993,139.793,190.298,50.883,241.181,23.108,43.8,94.907,288.9,87.4,135.7,341.8,0.0,2.564,452,2.112,5
1382, 10,Sant Martí,El Camp de l'Arpa del Clot,"Garaje en El Camp de l'Arpa del Clot, Barcelona",13,22.000,No,None,None,None,None, Barcelona,239465,15323.09,103094,20.83,3.843,3,30,385.459.324,21.0,13.397,1.505,70.5,30.992,68.992,10.4,3.5,6.61,2.19,435.258,137.993,139.793,190.298,50.883,241.181,23.108,43.8,94.907,288.9,87.4,135.7,341.8,0.0,2.564,452,2.112,5
1383, 10,Sant Martí,El Camp de l'Arpa del Clot,"Garaje en El Camp de l'Arpa del Clot, Barcelona",8,12.000,No,None,None,None,None, Barcelona,239465,15323.09,103094,20.83,3.843,3,30,385.459.324,21.0,13.397,1.505,70.5,30.992,68.992,10.4,3.5,6.61,2.19,435.258,137.993,139.793,190.298,50.883,241.181,23.108,43.8,94.907,288.9,87.4,135.7,341.8,0.0,2.564,452,2.112,5
1384, 10,Sant Martí,El Camp de l'Arpa del Clot,"Garaje en El Camp de l'Arpa del Clot, Barcelona",9,22.000,No,Si,None,None,None, Barcelona,239465,15323.09,103094,20.83,3.843,3,30,385.459.324,21.0,13.397,1.505,70.5,30.992,68.992,10.4,3.5,6.61,2.19,435.258,137.993,139.793,190.298,50.883,241.181,23.108,43.8,94.907,288.9,87.4,135.7,341.8,0.0,2.564,452,2.112,5
1385, 10,Sant Martí,El Camp de l'Arpa del Clot,"Garaje en El Camp de l'Arpa del Clot, Barcelona",8,22.000,No,None,None,None,sótano, Barcelona,239465,15323.09,103094,20.83,3.843,3,30,385.459.324,21.0,13.397,1.505,70.5,30.992,68.992,10.4,3.5,6.61,2.19,435.258,137.993,139.793,190.298,50.883,241.181,23.108,43.8,94.907,288.9,87.4,135.7,341.8,0.0,2.564,452,2.112,5
1386, 10,Sant Martí,El Camp de l'Arpa del Clot,"Garaje en El Camp de l'Arpa del Clot, Barcelona",9,10.000,No,None,None,None,None, Barcelona,239465,15323.09,103094,20.83,3.843,3,30,385.459.324,21.0,13.397,1.505,70.5,30.992,68.992,10.4,3.5,6.61,2.19,435.258,137.993,139.793,190.298,50.883,241.181,23.108,43.8,94.907,288.9,87.4,135.7,341.8,0.0,2.564,452,2.112,5
1387, 7,Horta-Guinardó,El Carmel,"Garaje en El Carmel, Barcelona",12,21.000,No,None,grande,None,planta -1, Barcelona,172109,15152.32,80895,66.28,2.456,0,55,201.880.507,28.0,913.0,712.0,55.6,13.686,49.751,11.9,3.5,4.174,2.698,271.132,108.942,110.899,143.951,29.993,173.944,14.593,45.1,69.956,289.8,146.0,3.3,196.7,376.8,432.0,262,170.0,5
1388, 10,Sant Martí,El Camp de l'Arpa del Clot,"Garaje en El Camp de l'Arpa del Clot, Barcelona",9,17.000,Si,None,None,None,None, Barcelona,239465,15323.09,103094,20.83,3.843,3,30,385.459.324,21.0,13.397,1.505,70.5,30.992,68.992,10.4,3.5,6.61,2.19,435.258,137.993,139.793,190.298,50.883,241.181,23.108,43.8,94.907,288.9,87.4,135.7,341.8,0.0,2.564,452,2.112,5
1389, 9,Sant Andreu,Sant Andreu de Palomar,"Garaje en Sant Andreu de Palomar, Barcelona",11,18.000,No,Si,None,None,sótano -2, Barcelona,149826,15124.75,65745,18.63,2.423,0,57,208.819.146,0.0,505.0,0.0,15.0,16.125,44.922,6.6,3.4,6.815,2.059,289.878,88.952,81.574,127.91,23.627,151.537,22.988,44.3,59.678,190.6,51.8,109.0,211.1,0.0,232.0,119,113.0,7
1390, 7,Horta-Guinardó,El Carmel,"Garaje en El Carmel, Barcelona",10,19.000,No,None,mediano,None,None, Barcelona,172109,15152.32,80895,66.28,2.456,0,55,201.880.507,28.0,913.0,712.0,55.6,13.686,49.751,11.9,3.5,4.174,2.698,271.132,108.942,110.899,143.951,29.993,173.944,14.593,45.1,69.956,289.8,146.0,3.3,196.7,376.8,432.0,262,170.0,5
1391, 10,Sant Martí,El Camp de l'Arpa del Clot,"Garaje en El Camp de l'Arpa del Clot, Barcelona",11,23.000,No,None,None,None,primera planta, Barcelona,239465,15323.09,103094,20.83,3.843,3,30,385.459.324,21.0,13.397,1.505,70.5,30.992,68.992,10.4,3.5,6.61,2.19,435.258,137.993,139.793,190.298,50.883,241.181,23.108,43.8,94.907,288.9,87.4,135.7,341.8,0.0,2.564,452,2.112,5
1392, 10,Sant Martí,De Pallars,"Garaje en calle De Pallars, Provençals del Poblenou, Barcelona",10,24.000,Si,None,None,None,segunda planta, Barcelona,239465,15323.09,103094,20.83,3.843,3,30,385.459.324,21.0,13.397,1.505,70.5,30.992,68.992,10.4,3.5,6.61,2.19,435.258,137.993,139.793,190.298,50.883,241.181,23.108,43.8,94.907,288.9,87.4,135.7,341.8,0.0,2.564,452,2.112,5
1393, 9,Sant Andreu,Sant Andreu de Palomar,"Garaje en Sant Andreu de Palomar, Barcelona",12,19.000,No,None,None,None,sótano 3, Barcelona,149826,15124.75,65745,18.63,2.423,0,57,208.819.146,0.0,505.0,0.0,15.0,16.125,44.922,6.6,3.4,6.815,2.059,289.878,88.952,81.574,127.91,23.627,151.537,22.988,44.3,59.678,190.6,51.8,109.0,211.1,0.0,232.0,119,113.0,7
1394, 3,Sants-Montjuïc,Sants,"Garaje en Sants, Barcelona",10,7.000,No,None,None,None,None, Barcelona,183770,14625.39,79559,20.58,2.897,0,73,290.766.648,864.0,6.466,580.0,288.0,16.597,49.494,22.9,3.8,2.163,1.817,294.86,97.666,107.894,141.388,45.638,187.026,8.174,43.8,74.28,251.6,205.2,1.055.0,321.9,0.0,1.119,84,1.035,5
1395, 4,Les Corts,Les Corts,"Garaje en Les Corts, Barcelona",35,59.000,Si,None,None,None,sótano, Barcelona,81074,22022.04,48622,23.6,4.807,0,21,161.635.262,48.0,5.73,910.0,34.2,13.282,31.393,6.0,2.6,5.223,1.388,176.951,53.956,33.444,69.499,12.077,81.576,13.571,46.0,32.78,178.0,150.7,1.1,156.4,47.7,193.0,7,186.0,4
1396, 6,Gràcia,Vallcarca i els Penitents,"Garaje en Vallcarca i els Penitents, Barcelona",23,22.000,No,None,grande,automática,planta -1, Barcelona,121915,18340.75,57643,21.6,3.898,0,79,240.869.424,242.0,1.153,570.0,17.8,7.604,33.709,4.2,3.7,7.98,1.848,250.154,68.424,62.32,97.931,25.345,123.276,29.185,44.1,52.701,202.5,45.8,0.7,106.7,14.7,174.0,97,77.0,2
1397, 6,Gràcia,El Camp d'en Grassot i Gràcia Nova,"Garaje en El Camp d'en Grassot i Gràcia Nova, Barcelona",9,14.000,No,None,None,None,None, Barcelona,121915,18340.75,57643,21.6,3.898,0,79,240.869.424,242.0,1.153,570.0,17.8,7.604,33.709,4.2,3.7,7.98,1.848,250.154,68.424,62.32,97.931,25.345,123.276,29.185,44.1,52.701,202.5,45.8,0.7,106.7,14.7,174.0,97,77.0,2
1398, 8,Nou Barris,Porta,"Garaje en Porta, Barcelona",10,22.000,No,None,grande,automática,None, Barcelona,170736,12431.81,66780,12.36,2.278,1,21,149.489.522,45.0,282.0,0.0,39.7,15.458,45.792,8.1,3.8,5.684,1.285,294.752,108.715,122.84,137.326,36.226,173.552,21.543,44.3,66.897,232.8,81.0,18.8,185.8,163.1,202.0,41,161.0,4
1399, 3,Sants-Montjuïc,El Poble Sec - Parc de Montjuïc,"Garaje en El Poble Sec - Parc de Montjuïc, Barcelona",105,21.500,No,None,None,None,primera planta, Barcelona,183770,14625.39,79559,20.58,2.897,0,73,290.766.648,864.0,6.466,580.0,288.0,16.597,49.494,22.9,3.8,2.163,1.817,294.86,97.666,107.894,141.388,45.638,187.026,8.174,43.8,74.28,251.6,205.2,1.055.0,321.9,0.0,1.119,84,1.035,5
1400, 8,Nou Barris,Vilapicina i la Torre Llobeta,"Garaje en Vilapicina i la Torre Llobeta, Barcelona",13,18.000,No,None,grande,None,None, Barcelona,170736,12431.81,66780,12.36,2.278,1,21,149.489.522,45.0,282.0,0.0,39.7,15.458,45.792,8.1,3.8,5.684,1.285,294.752,108.715,122.84,137.326,36.226,173.552,21.543,44.3,66.897,232.8,81.0,18.8,185.8,163.1,202.0,41,161.0,4
1401, 3,Sants-Montjuïc,La Marina de Port,"Garaje en La Marina de Port, Barcelona",11,22.000,No,None,grande,None,None, Barcelona,183770,14625.39,79559,20.58,2.897,0,73,290.766.648,864.0,6.466,580.0,288.0,16.597,49.494,22.9,3.8,2.163,1.817,294.86,97.666,107.894,141.388,45.638,187.026,8.174,43.8,74.28,251.6,205.2,1.055.0,321.9,0.0,1.119,84,1.035,5
1402, 7,Horta-Guinardó,La Teixonera,"Garaje en La Teixonera, Barcelona",10,17.000,No,None,None,None,None, Barcelona,172109,15152.32,80895,66.28,2.456,0,55,201.880.507,28.0,913.0,712.0,55.6,13.686,49.751,11.9,3.5,4.174,2.698,271.132,108.942,110.899,143.951,29.993,173.944,14.593,45.1,69.956,289.8,146.0,3.3,196.7,376.8,432.0,262,170.0,5
1403, 9,Sant Andreu,De Pinar del Rio,"Garaje en calle De Pinar del Rio, El Congrés i els Indians, Barcelona",9,20.000,No,None,None,None,None, Barcelona,149826,15124.75,65745,18.63,2.423,0,57,208.819.146,0.0,505.0,0.0,15.0,16.125,44.922,6.6,3.4,6.815,2.059,289.878,88.952,81.574,127.91,23.627,151.537,22.988,44.3,59.678,190.6,51.8,109.0,211.1,0.0,232.0,119,113.0,7
1404, 7,Horta-Guinardó,El Carmel,"Garaje en El Carmel, Barcelona",10,12.300,No,None,None,None,None, Barcelona,172109,15152.32,80895,66.28,2.456,0,55,201.880.507,28.0,913.0,712.0,55.6,13.686,49.751,11.9,3.5,4.174,2.698,271.132,108.942,110.899,143.951,29.993,173.944,14.593,45.1,69.956,289.8,146.0,3.3,196.7,376.8,432.0,262,170.0,5
1405, 9,Sant Andreu,El Bon Pastor,"Garaje en El Bon Pastor, Barcelona",29,9.500,No,None,None,None,None, Barcelona,149826,15124.75,65745,18.63,2.423,0,57,208.819.146,0.0,505.0,0.0,15.0,16.125,44.922,6.6,3.4,6.815,2.059,289.878,88.952,81.574,127.91,23.627,151.537,22.988,44.3,59.678,190.6,51.8,109.0,211.1,0.0,232.0,119,113.0,7
1406, 3,Sants-Montjuïc,La Bordeta,"Garaje en La Bordeta, Barcelona",10,6.000,No,None,pequeño,automática,None, Barcelona,183770,14625.39,79559,20.58,2.897,0,73,290.766.648,864.0,6.466,580.0,288.0,16.597,49.494,22.9,3.8,2.163,1.817,294.86,97.666,107.894,141.388,45.638,187.026,8.174,43.8,74.28,251.6,205.2,1.055.0,321.9,0.0,1.119,84,1.035,5
